2025-02-17 17:57:09,58.9,,
2025-02-17 17:57:10,59.3,,
2025-02-17 17:57:11,34.6,,
2025-02-17 17:57:12,38.7,,
2025-02-17 17:57:13,31.4,,
2025-02-17 17:57:14,44.2,,
2025-02-17 17:57:15,35.4,,
2025-02-17 17:57:16,82.6,,
2025-02-17 17:57:17,28.6,,
2025-02-17 17:57:18,203.0,,
2025-02-17 17:57:20,24.9,,
2025-02-17 17:57:10,59.3,,,,,,
2025-02-17 17:57:11,34.6,,,,,,
2025-02-17 17:57:12,38.7,,,,,,
2025-02-17 17:57:13,31.4,,,,,,
2025-02-17 17:57:14,44.2,,,,,,
2025-02-17 17:57:15,35.4,,,,,,
2025-02-17 17:57:16,82.6,,,,,,
2025-02-17 17:57:17,28.6,,,,,,
2025-02-17 17:57:18,203.0,,,,,,
2025-02-17 17:57:20,24.9,,,,,,
,,,,2025-02-17 17:59:35,50.9,,
,,,,2025-02-17 17:59:36,27.2,,
,,,,2025-02-17 17:59:37,43.4,,
,,,,2025-02-17 17:59:38,154.0,,
,,,,2025-02-17 17:59:39,82.0,,
,,,,2025-02-17 17:59:40,111.0,,
,,,,2025-02-17 17:59:41,24.8,,
,,,,2025-02-17 17:59:42,67.7,,
,,,,2025-02-17 17:59:44,150.0,,
,,,,2025-02-17 17:59:45,137.0,,
,,,,2025-02-17 17:59:46,46.7,,
,,,,2025-02-17 17:59:47,82.5,,
,,,,2025-02-17 17:59:48,57.5,,
,,,,2025-02-17 17:59:49,28.4,,
,,,,2025-02-17 17:59:50,86.8,,
,,,,2025-02-17 17:59:51,35.4,,
,,,,2025-02-17 17:59:52,32.8,,
,,,,2025-02-17 17:59:53,24.2,,
